y,y.binary,y.time.to.event,status,y.0,y.1,y.binary.0,y.binary.1,y.time.to.event.0,y.time.to.event.1,status.0,status.1,treatment,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,sigpos
-0.54999717,0,0.576951443,1,-0.54999717,0.45000283,0,0,0.576951443,1.568316624,1,1,0,-0.159384867,-2.420986256,2.707135394,-0.586168397,0.83271939,0.20472101,0.214176935,3.456874754,2.293984996,1.838588766,1
1.60813625,1,4.993495923,1,2.315243031,1.60813625,1,1,10.12738389,4.993495923,1,1,1,-1.256638288,2.811821725,-0.55866776,-0.447346236,-0.34822075,-2.34319792,-1.207834989,1.289556009,-2.187211794,-2.088140145,0
2.093207896,1,0.008961414,0,1.093207896,2.093207896,1,1,0.008961414,0.008961414,0,0,1,-1.763799897,-0.150193689,0.276576609,1.056075283,0.799914351,-0.368600517,-2.35012159,0.899929721,0.737191612,0.945717394,1
2.372513823,1,7.51784859,0,2.372513823,1.665407042,1,1,7.51784859,5.28782518,0,1,0,0.210139293,1.098926133,-0.736634677,-0.112056687,0.043653035,-1.126169162,0.107645153,-0.762145806,-2.455400609,0.121885534,0
1.091354392,1,1.584818288,0,1.091354392,2.091354392,1,1,1.584818288,1.584818288,0,0,0,-0.868201316,0.084085311,0.016712423,-2.653372228,-2.534307318,-1.344239869,-0.041418208,-0.590656457,-3.448312873,-2.45259347,1
-0.352424095,0,0.702981928,1,0.354682686,-0.352424095,0,0,1.425728179,0.702981928,1,1,1,4.356662414,-0.193842051,0.583945415,-1.779512271,-0.855678904,1.322240965,-0.451242434,-0.000399763,-1.223823552,0.878359536,0
-1.347792413,0,0.259813188,1,1.066421149,-1.347792413,1,0,0.34716813,0.259813188,0,1,1,2.556261176,1.774205443,-0.759526592,-1.391587032,0.300060097,2.303424337,-0.179421919,2.693063005,-0.721482032,-0.329371407,0
-0.605135842,0,0.546000252,1,-0.605135842,0.394864158,0,0,0.546000252,1.484182563,1,1,0,0.23260539,0.324138674,0.789279407,0.30277528,-1.286093848,-2.045079683,-3.406440623,1.453696648,-1.422472722,-1.142766455,1
-1.282572222,0,0.277323046,1,-0.57546544,-1.282572222,0,0,0.562443024,0.277323046,1,1,1,1.52292894,-0.243150244,1.516118303,2.272664039,-0.567954437,-0.319258842,0.691151739,-0.202550783,0.028014819,2.307666965,0
-1.018574373,0,0.361109381,1,-0.311467591,-1.018574373,0,0,0.732371345,0.361109381,1,1,1,-1.704921033,0.878018851,-0.017706184,-1.831664946,-0.814209331,-1.506071521,-2.591501874,-2.02191173,-1.347499957,-0.943474586,0
-1.35031525,0,0.259158548,1,-1.35031525,-2.057422031,0,0,0.259158548,0.127782966,1,1,0,1.85684482,-0.441634073,1.302293441,1.094243127,0.470617615,-1.474034402,1.493765834,-1.658483337,2.763209689,0.809636356,0
1.752703878,1,5.770183472,1,1.752703878,1.045597096,1,1,5.770183472,2.845096813,1,1,0,1.16245853,-1.594071471,0.602967188,1.616894481,-0.451912031,-0.419744248,0.55746155,2.392481773,0.840666178,1.625971645,0
1.933439817,1,0.00833815,0,1.933439817,1.226333036,1,1,0.00833815,0.00833815,0,0,0,0.727111611,1.931867516,-3.037049657,-1.473578444,-2.556332725,0.080762953,0.931275153,0.952342761,1.5256261,-1.318808558,0
1.741695752,1,0.004230967,0,1.741695752,1.034588971,1,1,0.004230967,0.004230967,0,0,0,-0.235928147,1.491283766,1.398419045,0.921248863,1.382855814,0.576585858,2.017567771,1.425474702,1.416992348,-0.992159795,0
0.938367039,1,2.555804479,1,0.938367039,1.938367039,1,1,2.555804479,6.947396871,1,1,0,-0.230358989,-1.191182559,1.557583794,-0.430705155,0.586127088,1.002377422,-0.999291727,0.448350777,-0.041534298,-1.277954632,1
-0.661374234,0,0.516141548,1,0.045732547,-0.661374234,0,0,1.046794405,0.516141548,1,1,1,0.20867753,2.074677379,1.386392298,0.885472422,0.976529942,-1.593518873,-0.593129546,-2.028084492,1.103772278,0.348406156,0
2.906173429,1,0.138960947,0,2.906173429,0.491959866,1,0,0.138960947,0.138960947,0,0,0,1.162346933,2.216083467,-1.070174833,2.107845382,2.465987813,1.200553117,2.842158149,-0.345697315,-0.427328388,-0.222270651,0
1.558255977,1,0.000600311,0,0.558255977,1.558255977,0,1,0.000600311,0.000600311,0,0,1,0.415224636,0.637231714,0.261834703,-2.574007584,-0.248240056,-0.364134984,0.373248248,1.423863232,0.20969387,0.463731257,1
0.510028418,0,0.052268104,0,0.510028418,-0.197078363,0,0,0.052268104,0.052268104,0,0,0,1.671686542,0.354809629,-0.312034492,-1.057247481,0.369253563,-3.156371135,-0.737090189,-2.575080569,0.971970912,-1.516674922,0
-1.95073849,0,0.000210919,0,-1.243631709,-1.95073849,0,0,0.000210919,0.000210919,0,0,1,-0.076921668,1.33748849,-0.271423259,2.95325703,-2.414868083,0.207502295,1.031139163,0.506015962,-0.74723236,0.332090049,0
1.643493074,1,0.846967468,0,0.643493074,1.643493074,0,1,0.846967468,0.846967468,0,0,1,-0.45593847,-0.848062529,1.662995219,0.8533847,0.793325677,0.094838477,-0.791054274,-2.617007965,0.784490201,0.662905478,1
-0.036850085,0,0.963820615,1,-0.036850085,0.963149915,0,1,0.963820615,2.619936065,1,1,0,-0.789539384,-0.76400377,2.691728557,0.98547243,1.53666819,1.054862047,1.517161723,1.425140014,1.266759617,2.797539276,1
-3.055835718,0,0.047083356,1,-0.641622156,-3.055835718,0,0,0.526437767,0.047083356,1,1,1,4.723139316,1.813647491,-0.517867892,0.218632637,-0.531957655,0.918444461,2.200156233,1.453917999,1.415932397,0.463306692,0
1.027277888,1,2.793451389,1,0.027277888,1.027277888,0,1,1.027653336,2.793451389,1,1,1,-1.574524505,-0.015147835,-0.269255168,-0.790524913,1.606657188,-0.669212678,-1.840095303,0.756482219,0.849241426,2.645510016,1
3.190405959,1,0.858676544,0,2.190405959,3.190405959,1,1,0.858676544,0.858676544,0,0,1,0.095098276,0.105946499,-0.602997157,-0.229056817,-1.281248409,-0.220232256,-2.861139828,-1.33140917,0.775709444,-0.696310636,1
4.142416223,1,0.322896418,0,3.142416223,4.142416223,1,1,0.322896418,0.322896418,0,0,1,-1.205870274,0.19902538,-0.868297957,-0.796706956,-1.535026111,-1.812379848,-1.478292676,-0.556958015,-2.066551776,1.650248872,1
1.11385197,1,3.046069193,1,1.11385197,0.406745189,1,0,3.046069193,1.501921351,1,1,0,0.21830882,1.396407723,-0.207004401,0.490276453,1.742859862,-0.809052324,1.010142499,-1.302442232,1.221090374,-3.86732598,0
-0.278978491,0,0.233047122,0,-1.278978491,-0.278978491,0,0,0.233047122,0.233047122,0,0,1,-0.488833413,-0.014271644,1.047442819,0.203256785,1.230684164,-1.519994014,-1.002314969,1.756235947,-0.680913945,1.10522982,1
0.883423336,1,0.405465928,0,0.883423336,-1.530790226,1,0,0.405465928,0.216364623,0,1,0,1.645949224,2.358115215,-1.325638672,0.018637036,-0.588346652,1.968850741,-1.297536125,-1.59504761,0.101633176,-1.150356958,0
-1.45306281,0,0.233852943,1,0.961150753,-1.45306281,1,0,2.510988949,0.233852943,0,1,1,3.178040767,1.776568659,-0.733381942,0.295389178,1.195592893,1.963572909,0.31496637,1.229445342,1.817234943,0.401275548,0
-2.262570664,0,0.104082579,1,-2.262570664,-1.262570664,0,0,0.104082579,0.282925784,1,1,0,0.434079784,0.70489972,1.186308519,-0.540564333,1.50113591,1.049674684,0.367843107,0.414738234,-0.827808369,0.591609026,1
1.92461597,1,6.852516589,1,1.92461597,2.92461597,1,1,6.852516589,18.62707132,1,1,0,-2.399207459,-0.415840402,1.162870475,0.15287468,0.067550386,-1.299204636,-1.350784688,-0.129964216,1.522856914,1.283417534,1
2.172194771,1,2.836576338,0,1.172194771,2.172194771,1,1,2.836576338,2.836576338,0,0,1,-2.027546232,-1.05693462,-0.499730134,-0.941720273,-2.782007845,0.875531414,0.976962548,2.202863457,-0.074911831,0.341483136,1
-0.296973281,0,0.743063866,1,-0.296973281,-1.004080062,0,0,0.743063866,0.366381528,1,1,0,0.385433557,1.584719334,-1.406420694,0.495950176,-0.023358622,0.921009868,-0.868883824,-1.043696522,0.708020056,-2.584186187,0
2.318729905,1,0.00336917,0,1.318729905,2.318729905,1,1,0.00336917,0.00336917,0,0,1,0.375540597,-0.461824179,0.074983179,-2.011404071,-1.72999901,2.095604762,-1.279686861,1.078383612,0.426474785,-1.686165598,1
2.054881406,1,0.204444844,0,1.054881406,2.054881406,1,1,0.204444844,0.204444844,0,0,1,-3.574072196,-0.710781241,1.677015273,-1.289721596,0.042830708,-1.217420551,0.859569097,1.800117524,-0.216377606,0.017775982,1
2.887325739,1,17.94525508,1,2.887325739,3.887325739,1,1,17.94525508,48.78026079,1,1,0,-0.233889951,-0.05761727,-0.861379434,-1.464832029,0.148139711,-2.855905176,-1.131998013,-4.304236427,0.13993215,0.694376202,1
1.318671984,1,2.05183253,0,2.025778765,1.318671984,1,1,2.05183253,2.05183253,0,0,1,3.318843654,-0.454132365,2.216270879,-0.782568801,-0.734359128,-0.636000136,-1.010609566,0.040486471,-0.12564321,0.102053497,0
0.243302971,0,1.275454992,1,0.243302971,1.243302971,0,1,1.275454992,3.467046128,1,1,0,-2.461692873,-0.619019688,1.259383174,0.292949948,-0.446311589,1.05415923,-0.49669143,0.699114349,2.011511838,-2.253628903,1
0.95363286,1,0.007388785,0,0.95363286,0.246526079,1,0,0.007388785,0.007388785,0,0,0,1.035846169,-0.041079869,3.895497805,1.185612455,0.682014908,1.031316164,0.353247638,-0.053296823,1.441591613,0.918643189,0
1.21516647,1,0.550031108,0,1.922273251,1.21516647,1,1,0.550031108,0.550031108,0,0,1,-0.51721797,0.865690208,-0.315539553,-2.40803424,-2.037232339,1.340024295,0.259198138,1.684108548,1.492061081,0.217902535,0
-0.875982329,0,0.049878751,0,-0.168875547,-0.875982329,0,0,0.049878751,0.049878751,0,0,1,0.845912213,-2.251978421,0.469619203,0.787553227,0.500862104,0.69315823,1.769468611,-1.625771884,1.258438873,-0.803270974,0
0.4773689,0,1.611827938,1,0.4773689,1.4773689,0,1,1.611827938,4.381402593,1,1,0,0.596999063,-2.111407167,0.17460693,-1.504692682,-0.817656054,-2.035526655,-2.512947818,-1.733182587,-3.39678354,0.993653356,1
-0.633358123,0,0.105930838,0,-0.633358123,-1.340464904,0,0,0.105930838,0.105930838,0,0,0,-1.534966269,1.726548966,-1.619479685,-2.459937791,-2.30172326,0.112191686,-2.659414648,-0.841613084,-2.405920239,-1.966667919,0
-0.764826528,0,0.048973554,0,-0.057719747,-0.764826528,0,0,0.048973554,0.048973554,0,0,1,-0.410491278,1.767702409,0.669579308,0.240878922,1.667909358,1.528207152,3.553594296,2.399651061,2.307612557,1.640242286,0
1.580842352,1,2.025702665,0,2.287949133,1.580842352,1,1,2.025702665,2.025702665,0,0,1,-0.674679344,1.658507999,0.391267231,0.943380562,1.849035071,2.608306699,1.621537748,3.050953528,-1.773939538,1.56573292,0
1.716457512,1,2.585417986,0,1.716457512,1.009350731,1,1,2.585417986,2.585417986,0,0,0,1.971873946,0.077830896,0.111344859,0.959110109,-1.153994396,-0.437124809,-0.344938888,-1.529357957,2.243882895,-0.439466815,0
-0.624553937,0,0.303468215,0,1.789659626,-0.624553937,1,0,0.303468215,0.303468215,0,0,1,2.183646254,1.596732788,-0.526538753,-0.528845706,-0.747902042,2.780072182,-1.930200263,-0.859471296,-0.661981095,-0.509687335,0
0.638356992,0,0.296312132,0,0.638356992,-0.068749789,0,0,0.296312132,0.296312132,0,0,0,2.910404725,0.325238335,3.014087829,0.833207502,-0.645415794,2.56938874,3.506260216,1.280564244,2.377662582,2.535227169,0
1.926042287,1,6.862297423,1,1.926042287,1.218935506,1,1,6.862297423,3.38358401,1,1,0,2.594420185,-0.281862116,-0.043063307,0.094247297,0.944975485,-1.087523033,1.787034223,0.467554335,0.725886011,1.242772478,0
-2.419756319,0,0.032851328,0,-0.005542757,-2.419756319,0,0,0.032851328,0.032851328,0,0,1,1.948922337,1.825729258,-0.05243778,0.517778893,2.868796868,1.458291673,3.941907442,2.235278356,1.966887717,1.080911311,0
1.098799854,1,0.01327195,0,1.098799854,0.391693073,1,0,0.01327195,0.01327195,0,0,0,-2.403011168,1.533136176,0.453243474,-0.724955484,0.852817615,-1.53510403,-2.031903715,0.218358379,-0.731301065,-1.718896428,0
-1.161540935,0,0.115521158,0,1.252672627,-1.161540935,1,0,0.115521158,0.115521158,0,0,1,0.819960763,1.517075758,0.308865332,-0.162765281,0.3474509,-2.827292652,-2.785174433,-2.896718918,1.102256126,-1.44598652,0
0.638174426,0,0.329626538,0,0.638174426,-0.068932355,0,0,0.329626538,0.329626538,0,0,0,0.910704986,0.761123167,0.28522632,-1.056424631,2.370437452,1.780955036,-0.79343121,1.448961092,0.641825115,0.356751517,0
-0.390959982,0,0.000427542,0,-1.390959982,-0.390959982,0,0,0.000427542,0.000427542,0,0,1,-2.819350877,-1.234415368,1.377882509,1.015315377,-0.827193204,0.437690975,-0.622543101,-0.52982916,-0.692433686,3.097816544,1
-3.200400617,0,0.040745877,1,-0.786187054,-3.200400617,0,0,0.455578584,0.040745877,1,1,1,1.662131709,2.066906306,0.985410769,1.862189597,1.13354266,0.500549392,0.10524858,0.922286937,-0.883337234,1.572979694,0
1.680403452,1,5.367721151,1,0.680403452,1.680403452,0,1,1.974674257,5.367721151,1,1,1,-0.222598936,0.754752803,0.373364233,-0.184148808,-1.649070993,-0.398852702,1.797813984,1.754223385,0.780743301,-0.390267879,1
2.573437727,1,0.446748119,0,1.573437727,2.573437727,1,1,0.446748119,0.446748119,0,0,1,0.339478685,-3.282406578,-0.396099922,0.207162286,-1.886277209,-1.654346318,-0.719762953,0.750009244,-3.722779612,-3.280241685,1
-0.496013781,0,0.608953249,1,-0.496013781,0.503986219,0,0,0.608953249,1.655306551,1,1,0,-2.815131677,-1.128218109,0.579543993,-3.306535259,0.210299753,1.3990477,-0.871805282,-0.53881264,-0.25989213,-1.351080808,1
1.375872252,1,0.030655857,0,1.375872252,2.375872252,1,1,0.030655857,0.030655857,0,0,0,-2.521294805,-1.379850002,-0.437610603,-1.592391268,-0.248708974,-0.757947155,-1.931264316,-1.263362581,0.162866882,-0.240389132,1
-0.862321346,0,0.422180916,1,-0.862321346,-1.569428127,0,0,0.422180916,0.208164192,1,1,0,-0.458283211,1.079392512,1.672960012,0.337850381,1.460503564,1.418423156,1.715908058,0.381803516,-0.756548433,-0.392703527,0
-0.061539549,0,0.940315756,1,0.645567232,-0.061539549,0,0,1.907068473,0.940315756,1,1,1,1.096225756,-0.073088273,-0.531292163,2.496975675,-0.577971382,1.005678314,-0.340625476,-0.756736357,0.698660721,0.765631048,0
-0.690787025,0,0.501181471,1,-0.690787025,-1.397893806,0,0,0.501181471,0.247116892,1,1,0,1.129914709,0.550400066,0.818188191,-0.138705517,-1.053619146,0.559761881,0.087237054,0.34375762,-1.059207319,0.916154874,0
2.277506508,1,1.70980741,0,2.277506508,-0.136707054,1,0,1.70980741,0.872225703,0,1,0,1.433045839,1.85280373,-0.665601396,3.305676879,1.162076508,-1.929109946,2.341777234,0.573313777,3.836272026,1.66508912,0
1.904204506,1,0.21160355,0,0.904204506,1.904204506,1,1,0.21160355,0.21160355,0,0,1,0.066563038,-1.7422811,-1.543772118,0.848454225,-0.134884198,-1.167625559,0.796459645,0.677521652,2.017730822,-0.594740145,1
0.210931644,0,0.108923678,0,0.918038426,0.210931644,1,0,0.108923678,0.108923678,0,0,1,1.500104303,-1.910894183,-1.211159138,-1.43953228,0.502480701,0.755250271,-2.550533477,-0.807114119,-0.354047023,2.148610201,0
0.681488577,0,1.976818188,1,0.681488577,1.681488577,0,1,1.976818188,5.37354896,1,1,0,-2.372194865,-2.852960803,-2.118099564,0.358890716,-0.90450075,-1.440890763,-0.328939183,-2.093829146,0.568997892,0.288666963,1
1.794063433,1,0.034812531,0,0.794063433,1.794063433,0,1,0.034812531,0.034812531,0,0,1,-0.713191656,0.072363498,0.108202264,0.205310388,-0.248574263,-0.971899204,-0.227326978,1.361330881,1.785450728,0.476246459,1
1.309882859,1,0.084387235,0,1.309882859,2.309882859,1,1,0.084387235,0.084387235,0,0,0,-0.325994992,-0.440501592,-0.487904427,1.121529955,0.60544065,-1.603666171,-1.14408183,-2.045322856,0.742099788,0.760996245,1
0.796601518,0,0.714527432,0,0.796601518,1.796601518,0,1,0.714527432,0.714527432,0,0,0,-1.76944945,-0.729356351,-1.386091985,-0.710204793,-3.984925515,-3.020074621,-1.279130948,-1.402655199,-0.345392626,-2.556658983,1
1.172517651,1,0.289446328,0,1.172517651,2.172517651,1,1,0.289446328,0.289446328,0,0,0,-1.267922913,0.036954585,-0.223782668,0.393364338,-0.925156205,-1.794285769,-2.155387116,1.944044565,-0.526258006,2.100342844,1
1.728619616,1,1.572232165,0,0.728619616,1.728619616,0,1,1.572232165,1.572232165,0,0,1,-2.308239609,-2.09316053,-0.112328503,-1.289504955,2.120299196,-0.693061859,0.504161663,-1.081612615,-1.033853608,0.172957139,1
0.84682003,0,0.086873362,0,0.84682003,1.84682003,0,1,0.086873362,0.086873362,0,0,0,-0.335491485,0.136816258,0.857899217,0.918391649,-1.411610485,0.492573163,0.221940957,-1.279712684,-2.045930555,1.897705358,1
0.158037588,0,1.171210218,1,0.86514437,0.158037588,0,0,1.660498399,1.171210218,0,1,1,1.321162533,-2.090537727,0.546142447,-0.107147043,-2.39515467,-1.462265362,-0.158011793,-1.887320155,0.401510634,0.867532164,0
-1.111133326,0,0.329185675,1,-0.404026545,-1.111133326,0,0,0.667626399,0.329185675,1,1,1,-0.364290257,2.539036164,3.54626589,3.330587597,0.30849567,1.354715274,-0.667486904,3.476280955,1.116782301,-0.29991663,0
0.172658249,0,0.77820877,0,0.172658249,1.172658249,0,1,0.77820877,0.77820877,0,0,0,-2.016225511,0.00924022,-1.308613225,-2.207982298,0.888303104,0.590832238,-1.30945321,2.211853225,-1.018072853,-0.837355935,1
-0.039313095,0,0.363538625,0,-1.039313095,-0.039313095,0,0,0.353697555,0.363538625,1,0,1,-0.114584164,-1.588923222,0.794737206,-0.089873546,-1.797495254,1.451957341,1.177563067,1.134619683,0.710682205,-0.152071825,1
-0.057591029,0,0.944035952,1,-0.057591029,0.942408971,0,1,0.944035952,1.628146913,1,0,0,-3.039666468,-1.689272117,0.241150869,0.804196779,-1.099091551,-2.170796927,-2.596736435,0.945452601,-1.023629352,1.174996257,1
1.072092018,1,0.682689479,0,1.072092018,-1.342121545,1,0,0.682689479,0.26129074,0,1,0,1.64715735,1.829427051,-2.393695,-0.465615029,-2.868686795,-0.562673916,-0.00845493,-2.272860741,-0.037880083,-0.950860261,0
0.962234198,1,1.137316923,0,1.669340979,0.962234198,1,1,1.137316923,1.137316923,0,0,1,-0.148405875,1.920600865,1.935439846,-0.452371919,1.031327566,0.492288386,-0.80584536,0.292442313,1.011401785,1.139183397,0
-0.861703864,0,0.422441686,1,1.552509698,-0.861703864,1,0,4.723309401,0.422441686,1,1,1,2.534951482,1.02581546,-0.995861945,-1.539980878,0.832919595,-1.32756698,-1.760977679,1.93502327,-1.084251166,0.461782064,0
0.101999705,0,1.107383145,1,0.809106486,0.101999705,0,0,2.245900347,1.107383145,1,1,1,0.601912808,3.425460327,1.188826443,1.158755301,1.176468184,1.813819422,0.568754854,2.460017234,3.234783276,0.1270338,0
1.055899351,1,2.874559229,1,1.055899351,0.34879257,1,0,2.874559229,1.417355158,1,1,0,1.687795184,-1.001007977,-0.100545238,-0.393567154,-0.27928188,-2.091199634,-0.012353086,0.44891875,0.212515663,-2.723835644,0
0.402770553,0,0.468873263,0,-0.597229447,0.402770553,0,0,0.468873263,0.468873263,0,0,1,-2.13584196,-0.106371599,-0.511864542,0.793579676,-2.784115349,-1.234585006,0.749869516,0.583799305,0.053818654,1.031536559,1
3.10916832,1,0.231679357,0,2.10916832,3.10916832,1,1,0.231679357,0.231679357,0,0,1,0.048866656,0.302645905,-0.979503608,0.417415506,-0.797992842,1.0075358,-0.438496751,0.830761918,-1.309559331,0.05612473,1
-0.477815426,0,0.620136648,1,-0.477815426,0.522184574,0,0,0.620136648,1.68570618,1,1,0,-1.129150231,0.428676332,0.801802324,1.792172079,0.802185447,1.081725929,2.60455109,-0.3428286,0.732556479,1.228717703,1
0.650468179,0,1.916437856,1,1.357574961,0.650468179,1,0,3.886756326,1.916437856,1,1,1,0.142917167,1.67309881,0.613008146,3.0440962,0.898491581,2.191895386,-1.261625515,1.037949768,-0.123669437,3.68674639,0
-1.630383804,0,0.19585439,1,-0.923277022,-1.630383804,0,0,0.397215223,0.19585439,1,1,1,0.49539274,1.126860371,-0.08917971,0.487249284,-0.459240254,-0.439117894,-1.848094839,1.331187592,1.847075629,1.59950013,0
2.678416484,1,0.234143384,0,2.678416484,3.678416484,1,1,0.234143384,0.234143384,0,0,0,-0.599227124,-0.177375856,-1.746058818,2.723964905,1.049723389,1.979929868,3.633835513,0.579445171,0.309873195,1.518583312,1
-0.368621367,0,0.011710693,0,2.045592195,-0.368621367,1,0,0.011710693,0.011710693,0,0,1,1.781599308,0.967554183,-0.192889235,-0.182560275,0.156919931,2.355359258,1.038712263,-0.325639982,0.417479188,0.032888864,0
1.391538295,1,4.021030831,1,1.391538295,0.684431514,1,0,4.021030831,1.98264441,1,1,0,0.340122652,2.211967705,0.623286626,-3.160406989,0.644734822,0.074812759,-1.0337699,-0.917062989,0.194752706,1.196195633,0
0.604990293,0,1.831234433,1,0.604990293,1.604990293,0,1,1.831234433,4.977811283,1,1,0,-1.809033476,-0.284604401,-0.862846945,0.451252074,-0.732979457,2.56421203,0.574009912,-2.18319378,-2.909629426,0.745813133,1
-2.154020954,0,0.116016721,1,-1.446914173,-2.154020954,0,0,0.234437876,0.116016721,0,1,1,0.775454081,-0.775163605,1.805647336,-0.101678738,0.308970558,1.384308091,1.780445013,-0.642192314,0.041048083,0.969929542,0
3.073688213,1,0.164512414,0,2.073688213,3.073688213,1,1,0.164512414,0.164512414,0,0,1,-0.487749853,-0.364893107,-1.34362992,-2.899685683,-0.34294275,2.582380367,-0.914198712,-2.333765985,-0.901207578,-0.87626778,1
-0.450739194,0,0.637156995,1,0.256367587,-0.450739194,0,0,1.292227647,0.637156995,1,1,1,-1.418162069,2.12061331,0.36218755,1.555210273,0.635017775,1.443435836,0.181106548,2.090564854,0.783794978,0.405218348,0
